_id,Nombre del organismo contratante,Titulo,Modalidad,Tipo de contrato,Procedimiento,Criterio adjudicacion,Tramitacion,Valor estimado (Euros),Importe (Euros),Importe licitacion (Euros),Supuesto,Revision precios,Formula revision,Contrato plurianual,Posibilidad de prorroga,Plazo maximo,Codigos CPV,Varios Lotes,Lote,Adjudicatario,Fecha de adjudicacion,Fecha de formalizacion del contrato,Plazo o fecha fin,NIF,Importe adjudicacion (Euros),No de participantes,Clausulas sociales,Clausulas de compra ecologica,Contratacion de I+D,Contratacion de soluciones innovadoras,Importe financiacion (Euros),Reserva en licitacion,Importe Ejecutar (Euros)
14,,,,,,,,,,,,,,,,,,,HIGIENE PERSONAL: 33700000,"LEYDET, S.L.",26/03/2018,,16/04/2018 - 15/04/2019,****0744*,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,ÚTILES DE COCINA: 39800000,"Eurovermon, S.L.",26/03/2018,,16/04/2018 - 15/04/2019,****7886*,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,ÚTILES DE COCINA: 39800000,"LEYDET, S.L.",26/03/2018,,16/04/2018 - 15/04/2019,****0744*,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,ESPONJAS JABONOSAS: 33700000,"BARNA IMPORT MEDICA, S.A.",26/03/2018,,16/04/2018 - 15/04/2019,****0168*,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,ESPONJAS JABONOSAS: 33700000,"Sernatec, S.L.",26/03/2018,,15/04/2018 - 16/04/2019,****0917*,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,ESPONJAS JABONOSAS: 33700000,"Textil Planas Oliveras, S.A. (TEXPOL)",26/03/2018,,16/04/2018 - 15/04/2019,****6450*,,,,,,,,,
20,Agencia Navarra para la Dependencia,"Gestión EAIA comarca de Pamplona (zona norte, noreste y noroeste) y Tafalla",Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"2.932.691,81","604.347,49","610.977,46",,N,,,S,4 años,85310000,S,"Lote 1: Contrato de asistencia que tiene por finalidad la gestión de los equipos de atención a la infancia y adolescencia (EAIA) en situación de dificultad social, de la comarca de Pamplona, zona norte, noreste y noroeste: 85310000","PAUMA, S.L.",22/06/2018,18/07/2018,18/07/2018 - 31/12/2018,****5751*,"396.182,45",1,N,N,N,N,,N,
21,,,,,,,,,,,,,,,,,,,"Lote 2: Contrato de asistencia que tiene por finalidad la gestión de los equipos de atención a la infancia y adolescencia (EAIA) en situación de dificultad social, en Tafalla: 85310000","PAUMA, S.L.",22/06/2018,18/07/2018,18/07/2018 - 31/12/2018,****5751*,"208.165,04",,,,,,,,
22,Agencia Navarra para la Dependencia,Suministro mediante acuerdo marco de productos perecederos para los centros dependientes de la ANADP,Acuerdo marco,Suministro,Abierto,Oferta más ventajosa,Ordinaria,"285.243,77",0,"285.243,77",,N,,,N,,15100000,S,Lote 1-Carnes: 15100000,"HERMANOS VALENCIA GIL, S.L.",06/06/2018,,01/07/2018 - 31/12/2018,****2305*,"49.641,07",3,"Otras: Adjudicación: 25,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",Ejecución,N,N,,N,
23,,,,,,,,,,,,,,,,,,,Lote 2-Aves: 15100000,"HERMANOS VALENCIA GIL, S.L.",06/06/2018,,01/07/2018 - 31/12/2018,****2305*,"34.258,98",,,,,,,,
24,,,,,,,,,,,,,,,,,,,Lote 4A-Frutas y Verduras Abr: 15300000,"FRUTAS SHEILA, S.A.",06/06/2018,,01/07/2018 - 31/12/2018,****1563*,"10.249,15",,,,,,,,
25,,,,,,,,,,,,,,,,,,,Lote 4B-Frutas y Verduras May-Jun: 15300000,"FRUTAS SHEILA, S.A.",06/06/2018,,01/07/2018 - 31/12/2018,****1563*,"27.264,45",,,,,,,,
26,,,,,,,,,,,,,,,,,,,Lote 4C-Frutas y Verduras Jul-Ago: 15300000,"FRUTAS SHEILA, S.A.",06/06/2018,,01/07/2018 - 31/12/2018,****1563*,"20.365,40",,,,,,,,
27,,,,,,,,,,,,,,,,,,,Lote 4D-Frutas y Verduras Sep-Oct: 15300000,"FRUTAS SHEILA, S.A.",06/06/2018,,01/07/2018 - 31/12/2018,****1563*,"25.635,92",,,,,,,,
28,,,,,,,,,,,,,,,,,,,Lote 4E-Frutas y Verduras Nov-Dic: 15300000,"FRUTAS SHEILA, S.A.",06/06/2018,,01/07/2018 - 31/12/2018,****1563*,"25.168,76",,,,,,,,
29,Agencia Navarra para la Dependencia,Programa de supervisión de casos y de grupos de la Subdirección de Familia y Menores,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"51.408,00","4.456,00","5.240,00",,N,,,S,4 años,85312300,N,,Agintzari S. Coope Iniciativa Social,20/07/2018,30/07/2018,31/07/2018 - 31/12/2018,****8192*,"4.456,00",1,N,N,N,N,,N,
30,Agencia Navarra para la Dependencia,"Elaboración de: II Manual Intervención Situaciones Desprotección Infantil, 3 Guías Sectoriales para Valoración de Gravedad Desprotección y Evaluación de Riesgo y Programa de Formación Conjunta con Departamento de Salud, Educación y Derechos Sociales",Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"64.000,00","64.000,00","64.000,00",,N,,,N,,85312300,N,,Agintzari S. Coope Iniciativa Social,20/07/2018,30/07/2018,31/07/2018 - 30/03/2019,****8192*,"64.000,00",2,N,N,N,N,,N,
31,Agencia Navarra para la Dependencia,Gestión de 15 plazas mixtas de protección a menores extranjeros no acompañados,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"2.678.472,00","144.927,98","232.506,25",,N,,,S,4 años,85311000,N,,Asociación Navarra Sin Fronteras,11/09/2018,26/09/2018,27/09/2018 - 31/12/2018,****9705*,"144.927,98",2,N,N,N,N,,N,
32,Agencia Navarra para la Dependencia,"Gestión del Punto de Encuentro Familiar (PEF), de Tafalla y Estella-Lizarra",Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"302.598,08","16.998,12","63.041,27",,N,,,S,4 años,85312300,N,,Fundación Xilema,14/09/2018,02/10/2018,02/10/2018 - 31/12/2018,****6864*,"16.998,12",2,N,N,N,N,,N,
33,Agencia Navarra para la Dependencia,"EL CONTRATO PARA LA GESTIÓN DEL SERVICIO DE ATENCIÓN ESPECIALIZADA A PERSONAS CON TRASTORNO MENTAL EN LOS CENTROS FÉLIX GARRIDO, CRPS DE PAMPLONA, ESTELLA Y TUDELA, PISOS SUPERVISADOS DE TUDELA Y PAMPLONA",Contratos,Servicios,Abierto,Oferta más ventajosa,Ordenaria,"14.910.647,50","2.728.186,01","4.659.577,20",,N,,S,S,4 años,85311000,S,Centro Félix Garrido y Piso Supervisado de Pamplona: 85311000,AVANVIDA SL,23/10/2018,,01/12/2018 - 31/10/2019,****5304*,"1.209.491,80",9,N,N,N,N,,N,
34,,,,,,,,,,,,,,,,,,,CRPS de Tudela y Pisos Supervisado de Tudela: 85311000,AVANVIDA SL,23/10/2018,,01/12/2018 - 31/10/2019,****5304*,"538.923,33",,,,,,,,
35,,,,,,,,,,,,,,,,,,,CRPS de Estella: 85312000,AVANVIDA SL,23/10/2018,,01/12/2018 - 31/10/2019,****5304*,"489.565,56",,,,,,,,
36,,,,,,,,,,,,,,,,,,,CRPS de Pamplona: 85312000,AVANVIDA SL,23/10/2018,,01/12/2018 - 31/10/2019,****5304*,"490.205,32",,,,,,,,
37,Agencia Navarra para la Dependencia,Acuerdo Marco de productos de limpieza y aseo para los centros dependientes de la Agencia Navarra de la Autonomía y Desarrollo de las Personas,Acuerdo marco,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"87.291,99",0,"18.225,80",,N,,,S,1365 días,39800000,S,LOTE 4: ÚTILES DE LIMPIEZA: 18424300,EUROVERMON,21/08/2018,01/09/2018,01/09/2018 - 15/04/2019,****7886*,,6,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
38,,,,,,,,,,,,,,,,,,,LOTE 4: ÚTILES DE LIMPIEZA: 18424300,"SERNATEC, SL",21/08/2018,01/09/2018,01/09/2018 - 15/04/2019,****0917*,,,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
39,,,,,,,,,,,,,,,,,,,LOTE 4: ÚTILES DE LIMPIEZA: 18424300,"LEYDET, SL",21/08/2018,01/09/2018,01/09/2018 - 15/04/2019,****0744*,,,,,,,,,
40,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Asistencia en materia de Seguridad de la Informacion en el marco del ENS,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"24.793,39","17.500,00","24.793,39",,N,,,N,,72590000,N,,"CIENCIA E INGENIERIA ECONÓMICA Y SOCIAL, S.L.",08/02/2018,23/02/2018,11 meses,****7253*,"17.500,00",3,,,,,,N,
41,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Energía eléctrica,Contratos,Suministro,Abierto,Precio más bajo,Ordinaria,"92.400,00",0,"22.000,00",,N,,,S,3 años,9310000,N,,"AURA ENERGÍA, S.L.",29/05/2018,07/06/2018,1 años,****5243*,,2,N,N,N,N,,N,
42,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro de servidores,Contratos,Suministro,Abierto,Precio más bajo,Ordinaria,"29.909,00","26.770,33","29.909,00",,N,,,N,,48820000,N,,"INSTRUMENTACIÓN Y COMPONENTES, S.A.",07/06/2018,19/06/2018,2 meses,****8641*,"26.770,33",4,N,N,N,N,,N,
43,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)","Instalaciones hardware, software y asistencia remota",Acuerdo marco,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"66.000,00",0,"33.057,86",,N,,,N,,51610000,N,,"COMPUTADORES NAVARRA, S.A.",07/06/2018,19/06/2018,18 meses,****0786*,,2,N,N,N,N,,N,
44,,,,,,,,,,,,,,,,,,,,"INSTRUMENTACIÓN Y COMPONENTES, S.A.",07/06/2018,19/06/2018,18 meses,****8641*,,,,,,,,,
45,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Creación de un portal web y gestor de contenidos para la web municipal,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"98.017,31","80.256,00","96.695,00",,N,,,N,,72212224,N,,"HIBERUS TECNOLOGÍAS DE LA INFORMACIÓN, S.L.",20/06/2018,09/07/2018,09/07/2018 - 15/11/2020,****4431*,"80.256,00",5,N,N,N,N,,N,
46,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Servicio de prevención ajeno,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"53.944,00","18.292,00","22.000,00",,N,,,S,4 años,71317200,N,,"PREVENNA, S.U.L.",14/06/2018,27/06/2018,2 años,****8541*,"18.292,00",3,N,N,N,N,,N,
47,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro de repuestos y reparación de averías en equipamiento informático,Contratos,Suministro,Abierto,Precio más bajo,Ordinaria,"180.000,00","49.992,00","50.000,00",,N,,,S,2 años,30236000,N,,"Instrumentación y Componentes, S.A.",09/08/2018,09/08/2018,31/12/2018,****8641*,"16.664,00",1,N,N,N,N,,N,
48,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Licencias de la plataforma Adobe Experience Manager Forms,Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"74.000,00","36.500,00","37.000,00",,N,,,S,2 meses,48325000,N,,MRSystem AC,28/08/2018,10/09/2018,10/09/2018 - 31/08/2019,****9847*,"36.500,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
49,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento de la Aplicación de Información Dogma y Tamino,Contratos,Servicios,Negociado sin convocatoria de licitación,Oferta más ventajosa,Ordinaria,"29.188,00","7.297,00","7.333,49",Artículo 73.1.b,N,,,S,3 años,72267100,N,,SOFTWARE A.G.,23/10/2018,23/10/2018,31/12/2019,****9319*,"7.297,00",,N,N,N,N,,N,
50,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Gestión de envío de mensajes SMS,Contratos,Servicios,Abierto,Precio más bajo,Ordinaria,"92.400,00",0,,,N,,,S,4 años,64212100,N,,"ALTERNA PROJECT MARKETING, S.L.",23/10/2018,23/10/2018,31/12/2019,****6741*,,,N,N,N,N,,N,
51,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro productos informáticos,Acuerdo marco,Suministro,Abierto,Oferta más ventajosa,Ordinaria,"2.205.000,00",0,"525.000,00",,N,,,S,4 años,30120000,S,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,7,N,N,N,N,,N,
52,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Instrumentación y Componentes, S.A.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8641*,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Specialist Computer Centres, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****4438*,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Teknoservice, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8522*,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Instrumentación y Componentes, S.A.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8641*,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Montte, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****6229*,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Telefónica Soluciones de Informática y Comunicaciones de España, S.A.U.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****5314*,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,Lote 3: Cortafuegos: 32500000,"ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,Lote 3: Cortafuegos: 32500000,"DISCOM, Redes de Telecomunicación, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****2270*,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,Lote 3: Cortafuegos: 32500000,"Montte, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****6229*,,,,,,,,,
62,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Hardware para nube privada,Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"70.000,00","65.050,00","70.000,00",,N,,,N,,30234000,S,Discos para 3PAR8000: 30234000,"Abra Integración y Tecnología, S.L.",25/10/2018,12/11/2018,30 días,****8995*,"55.910,00",3,N,N,N,N,,N,
63,,,,,,,,,,,,,,,,,,,Cabina MSL2014: 30234000,"Abra Integración y Tecnología, S.L.",25/10/2018,15/11/2018,30 días,****8995*,"9.140,00",,,,,,,,
64,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Reserva de dominios y resolución DNS,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"38.264,17","12.083,30","14.459,70",,N,,,S,2 años,64200000,N,,HOSTINET S.L. SOCIEDAD UNIPERSONAL,20/11/2018,04/12/2018,31/12/2020,****9475*,"12.083,30",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
65,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Soporte reactivo y proactivo de las infraestructuras TIC,Contratos,Servicios,Negociado,Mejor relación calidad y coste-eficacia,Ordinaria,"1.560.773,30","1.200.594,85","1.200.594,85",,N,,S,N,,50312600,S,Sistemas centrales del Ayuntamiento de Pamplona: 50312600,"HEWLETT-PACKARD SERVICIOS ESPAÑA, S.L.",14/12/2018,,5 años,****9147*,"763.881,24",1,N,N,N,N,,N,
66,,,,,,,,,,,,,,,,,,,Sistemas centrales de ANIMSA y/o propios de cada entidad local: 50312600,"HEWLETT-PACKARD SERVICIOS ESPAÑA, S.L.",14/12/2018,,5 años,****9147*,"436.713,61",,,,,,,,
67,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Electrónica de red de core y accesos de servidores,Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"26.500,00","18.603,55","26.500,00",,N,,,N,,32500000,N,,"Sistemas Avanzados de Tecnología, S.A. (SATEC)",30/11/2018,14/12/2018,12 meses,****1799*,"18.603,55",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
68,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)","Desarrollo de una solución informática integral que gestione cursos y actividades, cesión de espacios municipales, inscripción y venta de entradas",Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"231.405,00","191.983,50","231.405,00",,N,,,N,,72262000,N,,"INNOPULSE ASESORES TECNOLÓGICOS, S.L.",13/11/2018,14/12/2018,01/01/2019 - 31/12/2023,****6586*,"191.983,50",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
69,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Auditoría de las cuentas anuales,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"30.000,00","15.600,00",,,N,,S,S,4 años,79212300,N,,"GRANT THORNTON, S.L.",18/12/2018,18/12/2018,12 meses,****1483*,"15.600,00",,N,N,N,N,,N,
70,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Reformas de cableado estructurado,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"57.750,00","9.848,36","11.000,00",,N,,,S,4 años,45314320,N,,"MONTAJES ELÉCTRICOS GAUSS, S.L.",20/11/2018,04/12/2018,01/01/2019 - 31/12/2019,****8647*,"9.848,36",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
71,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento reactivo de microinformática,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"145.800,00","27.000,00","27.000,00",,N,,,S,4 años,30236000,N,,"Instrumentación y Componentes, S.A. (INYCOM)",20/12/2018,04/01/2019,1 años,****8641*,"27.000,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
72,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento de cortafuegos en Entidades Locales de Navarra,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"40.950,00","9.214,14","12.285,00",,N,,,S,37 meses,50332000,N,,"DISCOM REDES DE TELECOMUNICACIONES, S.L.",31/12/2018,31/12/2018,16/11/2016 - 31/12/2019,****2270*,"12.390,00",1,N,N,N,N,,N,
73,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Elaboración catálogo de procedimientos administrativos,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"40.000,00","36.000,00","40.000,00",,N,,,N,,72224000,N,,"DELOITTE CONSULTING, S.L.U.",06/03/2018,19/03/2018,6 meses,****9047*,"36.000,00",3,N,N,N,N,,N,
74,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Gestión de dominios y resolución DNS,Contratos,Servicios,Abierto,Oferta más ventajosa,Ordinaria,"37.400,00","11.988,60",,,N,,,S,4 años,64200000,N,,"HOSTINET, S.L.U.",01/01/2018,31/12/2018,31/12/2018,****9475*,"11.988,60",,N,N,N,N,,N,
75,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Licencias de la plataforma Adobe Experience Manager Forms,Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"74.000,00","36.500,00","37.000,00",,N,,,S,2 años,48325000,N,,MRSystem AC,28/08/2018,10/09/2018,10/09/2018 - 31/08/2019,****9847*,"36.500,00",1,N,N,N,N,,N,
76,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro productos informáticos,Acuerdo marco,Suministro,Abierto,Oferta más ventajosa,Ordinaria,"2.205.000,00",0,"525.000,00",,N,,,S,4 años,30120000,S,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,7,N,N,N,N,,N,
77,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Instrumentación y Componentes, S.A.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8641*,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Specialist Computer Centres, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****4438*,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,"Lote 1: Ordenador puesto de trabajo, monitor, portátil, servidor, micro-servidor, software: 30213100","Teknoservice, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8522*,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Instrumentación y Componentes, S.A.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8641*,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Montte, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****6229*,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,"Lote 2: Impresoras inyección de tinta, láser monocromo y láser color: 30120000","Telefónica Soluciones de Informática y Comunicaciones de España, S.A.U.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****5314*,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,Lote 3: Cortafuegos: 32500000,"ABRA Integración y Tecnología, S.L.",23/10/2018,08/11/2018,15/11/2018 - 14/11/2019,****8995*,,,,,,,,,
