_id,Nombre del organismo contratante,Titulo,Modalidad,Tipo de contrato,Procedimiento,Criterio adjudicacion,Tramitacion,Valor estimado (Euros),Importe (Euros),Importe licitacion (Euros),Supuesto,Revision precios,Formula revision,Contrato plurianual,Posibilidad de prorroga,Plazo maximo,Codigos CPV,Varios Lotes,Lote,Adjudicatario,Fecha de adjudicacion,Fecha de formalizacion del contrato,Plazo o fecha fin,NIF,Importe adjudicacion (Euros),No de participantes,Clausulas sociales,Clausulas de compra ecologica,Contratacion de I+D,Contratacion de soluciones innovadoras,Importe financiacion (Euros),Reserva en licitacion,Importe Ejecutar (Euros)
14,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"22.657,50","22.657,50","22.657,50",,N,,,N,,35113400,N,,LEYDET S.L.,28/08/2020,28/08/2020,28/08/2020 - 28/08/2020,****0744*,"22.657,50",1,N,N,N,N,,N,
15,Agencia Navarra para la Dependencia,Contrato de sumnistro de Equipo de Proteccion Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación coste-eficacia: otro,Emergencia,"4.654,20","4.654,20","4.654,20",,N,,,N,,35113400,N,,LORCA SALUD S.L.,30/03/2020,30/03/2020,30/03/2020 - 25/05/2020,****7976*,"4.654,20",1,N,N,N,N,,N,
16,Agencia Navarra para la Dependencia,Contrato de suministro de Equipo de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"14.259,62","14.259,62","14.259,62",,N,,,N,,35113400,N,,LYRECO ESPAÑA S.A.,08/07/2020,08/07/2020,08/07/2020 - 31/07/2020,****0622*,"14.259,62",1,N,N,N,N,,N,
17,Agencia Navarra para la Dependencia,Contrato de suministro de Equipo de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"952,93","952,93","952,93",,N,,,N,,35113400,N,,MEDIPORT S.L.,15/05/2020,15/05/2020,15/05/2020 - 28/08/2020,****3377*,"952,93",1,N,N,N,N,,N,
18,Agencia Navarra para la Dependencia,Contrato de suministro de Equipo de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"13.935,00","13.935,00","13.935,00",,N,,,N,,35113400,N,,SERNATEC S.L.,17/07/2020,,17/07/2020 - 19/08/2020,****0917*,"13.935,00",1,N,N,N,N,,N,
19,Agencia Navarra para la Dependencia,Contrato de suministro de Equipo de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"6.000,00","6.000,00","6.000,00",,N,,,N,,35113400,N,,ZIRAKETAN S.L.,24/08/2020,24/08/2020,24/08/2020 - 24/08/2020,****1329*,"6.000,00",1,N,N,N,N,,N,
20,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"517,54","517,54","517,54",,N,,,N,,39830000,N,,FISIOMEDICA ACTUAL SL,16/04/2020,16/04/2020,16/04/2020 - 31/07/2020,****2491*,"517,54",1,N,N,N,N,,N,
21,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"767,6","767,6","767,6",,N,,,N,,39830000,N,,LABORATORIOS HARTMANN SA,08/05/2020,08/05/2020,08/05/2020 - 17/07/2020,****3240*,"767,6",1,N,N,N,N,,N,
22,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"9.001,15","9.001,15","9.001,15",,N,,,N,,39830000,N,,LEYDET SL,30/03/2020,30/03/2020,30/03/2020 - 31/08/2020,****0744*,"9.001,15",1,N,N,N,N,,N,
23,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"6.205,20","6.205,20","6.205,20",,N,,,N,,39830000,N,,SERNATEC SL,31/03/2020,31/03/2020,31/03/2020 - 15/09/2020,****0917*,"6.205,20",1,N,N,N,N,,N,
24,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"911,56","911,56","911,56",,N,,,N,,39830000,N,,JUPER S.L.,02/04/2020,02/04/2020,02/04/2020 - 08/04/2020,****4783*,"911,56",1,N,N,N,N,,N,
25,Agencia Navarra para la Dependencia,Contrato de suministro de productos de limpieza y aseo derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"1.052,53","1.052,53","1.052,53",,N,,,N,,39830000,N,,IZASA HOSPITAL SLU,06/04/2020,06/04/2020,06/04/2020 - 20/07/2020,****3873*,"1.052,53",1,N,N,N,N,,N,
26,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad y coste-eficacia,Emergencia,"22.100,00","22.100,00","22.100,00",,N,,,N,,18143000,N,,EL CORTE INGLES S.A.,24/08/2020,24/08/2020,24/08/2020 - 29/09/2020,****1789*,"22.100,00",1,N,N,N,N,,N,
27,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad y coste-eficacia,Emergencia,"17.912,50","17.912,50","17.912,50",,N,,,N,,18143000,N,,LEYDET S.L.,31/07/2020,31/07/2020,31/07/2020 - 27/11/2020,****0744*,"17.912,50",1,N,N,N,N,,N,
28,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"4.901,98","4.901,98","4.901,98",,N,,,N,,18143000,N,,LORCA SALUD S.L.,31/07/2020,31/07/2020,31/07/2020 - 29/12/2020,****7976*,"4.901,98",1,N,N,N,N,,N,
29,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"19.800,00","19.800,00","19.800,00",,N,,,N,,18143000,N,,LYRECO ESPAÑA S.L.,09/10/2020,09/10/2020,09/10/2020 - 10/12/2020,****0622*,"19.800,00",1,N,N,N,N,,N,
30,Agencia Navarra para la Dependencia,Contrato de suministro de Equipos de Protección Individual derivado de la crisis sanitaria COVID-19,Contratos,Suministro,Sin procedimiento,Mejor relación calidad-precio,Emergencia,"67.050,00","67.050,00","67.050,00",,N,,,N,,18143000,N,,ZIRAKETAN S.L.,17/08/2020,17/08/2020,17/08/2020 - 16/12/2020,****1329*,"67.050,00",1,N,N,N,N,,N,
31,Agencia Navarra para la Dependencia,Contrato del servicio de prevencón y control de la legionelosis en la residencia Santo Domingo y CAIDIS San Jose,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"56.475,00","6.052,00","9.120,00",,N,,,S,60 meses,90920000,N,,SERVICIOS DE CONTENEDORES HIGIENICOS SANITARIOS SAU,21/07/2020,31/07/2020,01/08/2020 - 31/12/2021,****4864*,"6.052,00",4,N,N,N,N,,N,
32,Agencia Navarra para la Dependencia,Contrao de servicio de mantenimiento preventivo de las instalaciones de protección contra incendios en varios centros de la Agencia,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Anticipada,"36.467,88","4.511,31","5.355,89",,N,,,S,60 meses,50413200,N,,JOMAR SEGURIDAD,09/12/2020,22/12/2020,01/01/2021 - 31/01/2021,****6858*,"4.511,31",3,N,N,N,N,,N,
33,Agencia Navarra para la Dependencia,Contrato de servicios de mantenimiento de las zonas verdes y ajardinadas de varios centros dependientes de la Agencia Navarra de Autonomia y Desarrollo de las Personas,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"213.166,25","46.039,47","49.344,05",,N,,,S,60 meses,77310000,N,,EIS ILUNDAIN EMPRESA DE INSERCION SLU,13/10/2020,26/10/2020,60 meses,****0905*,"46.039,47",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,S,
34,Agencia Navarra para la Dependencia,"Contrato de servicios de alquiler,lavado, planchado y repaso de ropa plana y servicio de lavado, planchado y repaso de ropa plana de color en la Residencia El Vergel de Pamplona",Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"400.216,60","79.062,73","91.655,87",,N,,,S,60 meses,98311100,N,,FUNDACION ASPACE PARA EL EMPLEO,30/10/2020,20/11/2020,60 meses,****9465*,"47.437,64",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,S,
35,,,,,,,,,,,,,,,,,,,,NABUT NAVARRA SLU,30/10/2020,20/11/2020,60 meses,****6156*,"31.625,09",,,,,,,,
36,Agencia Navarra para la Dependencia,"Servicio de actividades acuáticas y de estimulación multisensorial, incluyendo el mantenimiento de la piscina para el CAIDIS San José de Pamplona",Contratos,Servicios,Abierto,Oferta más ventajosa,Anticipada,"508.064,64","102.914,58",,,N,,,S,48 meses,85311200,N,,"Calahorrano Arellano, T., Itoiz Blasco, G., Lazueza Ayesa A., Olaortua de Vicente, T., Rodríguez Lun",17/08/2020,17/08/2020,21/06/2020,****0863*,"83.473,80",,,,,,,N,
37,Agencia Navarra para la Dependencia,Contrao de servicio de mantenimiento preventivo de las instalaciones de protección contra incendios en varios centros de la Agencia,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Anticipada,"36.467,88","4.353,82","5.355,89",,N,,,S,60 meses,50413200,N,,JOMAR SEGURIDAD,09/12/2020,15/11/2021,01/01/2021 - 31/12/2022,****6858*,"435.382,00",3,N,N,N,N,,N,
38,Agencia Navarra para la Dependencia,"Contrato del Servicio de recogida, traslado y entrega de documentación entre los Servicios Sociales de Base de Navarra, las Unidades de Barrio del Ayuntamiento de Pamplona, la Residencia Santo Domingo y el Departamento de Derechos Sociales",Contratos,Servicios,Abierto,Mejor relación calidad-precio,Anticipada,"87.607,08","10.700,00","13.273,80",,N,,,S,60 meses,60160000,N,,Transportes Boyaca S.L,12/02/2020,25/02/2020,01/03/2020 - 31/12/2021,****1725*,"12.840,00",2,,N,N,N,,N,
39,Agencia Navarra para la Dependencia,Contrato de suministro y elaboración de alimentos para la residencia de discapacitados psíquicos Lur Gorri,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"218.446,30","53.660,18","56.316,34",,N,,,S,48 meses,55300000,N,,GOURMET FOOD S.A.,20/10/2020,20/10/2020,01/12/2019 - 31/12/2021,****2753*,"49.532,47",1,,N,N,N,,N,
40,ASOCIACION DE EMPRESARIOS DE HOSTELERIA Y TURISMO DE NAVARRA,Asistencia técnica del proyecto EFA338/19 GATURI,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"90.502,48","81.000,00","90.502,48",,N,,,S,29 meses,79421000,N,,"INICIATIVAS INNOVADORAS,S.A.L.",27/07/2020,,29 meses,****7980*,"81.000,00",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
41,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)","Mantenimiento y soporte solución RRHH y Nominas ""GINPIX""",Contratos,Servicios,Negociado sin convocatoria de licitación,Mejor relación calidad y coste-eficacia,Ordinaria,"33.979,35","7.722,58","7.722,58",Artículo 75.1.c),N,,,S,3 años,72267100,N,,"Soluciones Avanzadas en Informática Aplicada, S.L.",15/01/2020,,1 años,****0473*,"7.722,58",1,N,N,N,N,,N,
42,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento de relay y protección fortimail para correo de ANIMSA y entidades cliente,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"28.500,00","25.000,00","28.500,00",,N,,,N,,50332000,N,,"AMBAR TELECOMUNICACIONES, S.L.",18/03/2020,,5 años,****6338*,"25.000,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
43,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Adquisición urgente de 400 licencias “Citrix Virtual Apps&Desktops Advanced CCU” para el Ayuntamiento de Pamplona,Contratos,Suministro,Negociado sin convocatoria de licitación,Mejor relación coste-eficacia: otro,Emergencia,"25.336,00","25.336,00","25.336,00",Otros,N,,,N,,48514000,N,,"SIDERTIA SOLUTIONS, SL",01/04/2020,,1 años,****1190*,"25.336,00",1,N,N,N,N,,N,
44,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento de la solución de relay de correo y antivirus de correo para el Ayuntamiento de Pamplona,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"30.000,00","27.986,60","30.000,00",,N,,,N,,50332000,N,,"ARYSE COMUNICACIONES, S.L.",25/05/2020,,3 años,****4960*,"27.986,60",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
45,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Asesoramiento en materia de protección de datos de carácter personal para el Ayuntamiento de Pamplona,Contratos,Servicios,Procedimiento simplificado,Mejor relación calidad-precio,Ordinaria,"59.175,00","23.675,00","24.750,00",,N,,,S,42 meses,79111000,N,,"EULZA CONSULTORIA, SL",18/06/2020,,01/07/2020 - 31/12/2021,****8634*,"23.675,00",8,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
46,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)","Acuerdo Marco para asistencia técnica externa para la realización de instalaciones de hardware, software y asistencia remota",Acuerdo marco,Servicios,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"75.600,00",0,"18.000,00",,N,,,S,4 años,51610000,N,,INSTRUMENTACIÓN Y COMPONENTES S.A.,03/08/2020,01/09/2020,1 años,****8641*,,3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
47,,,,,,,,,,,,,,,,,,,,"COMPUTADORES NAVARRA, S.A. N.I",03/08/2020,01/09/2020,1 años,****0786*,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,"CISTEC Technology, S.L.",03/08/2020,01/09/2020,1 años,****3204*,,,,,,,,,
49,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Acuerdo Marco para el suministro de terminales móviles para el Ayuntamiento de Pamplona (Exped. 430),Acuerdo marco,Suministro,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"27.768,59",0,"6.611,57",,N,,,S,4 años,32250000,S,Lote 1: Terminales Smartphone y Tablet Android: 32250000,TELEFONICA MOVILES ESPAÑA S A,07/08/2020,01/09/2020,1 años,****2312*,,2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
50,,,,,,,,,,,,,,,,,,,Lote 1: Terminales Smartphone y Tablet Android: 32250000,KUIPER INFORMATICA SA,07/08/2020,01/09/2020,1 años,****1712*,,,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
51,,,,,,,,,,,,,,,,,,,Lote 2: Terminales Smartphone y Tablet iOS: 32250000,TELEFONICA MOVILES ESPAÑA S A,07/08/2020,01/09/2020,1 años,****2312*,,,"Lote 2: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
52,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro de suscripciones del software Open Source Red Hat Enterprise Linux y servicios de consultoría para el Ayuntamiento de Pamplona (Exp. 444),Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"88.411,57","5.686,00","26.808,26",,N,,,S,3 años,48000000,S,,,,,,,,3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
53,,,,,,,,,,,,,,,,,,,Suministro de licencia Red Hat Jboss Enterprise Aplication Platform: 48000000,NAHITEK DIGITAL S.L.U.,16/09/2020,,1 años,****4883*,"5.686,00",,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lote 2: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
55,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 3: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
56,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro de hardware y software para la ampliación de la infraestructura de servidores para el Ayuntamiento de Pamplona (Exp. 446),Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"84.135,00","68.586,14","84.135,00",,N,,,N,,30200000,S,HARDWARE: Adquisición de Servidores: 30200000,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUNICACIONES DE ESPAÑA S A.,16/09/2020,,1 años,****5314*,"45.327,14",4,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
57,,,,,,,,,,,,,,,,,,,SOFTWARE: Adquisición de Licencias: 48000000,"SPECIALIST COMPUTER CENTRES, S.L.",22/10/2020,,1 años,****4438*,"23.259,00",,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
58,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 2: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
59,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Acuerdo Marco para el suministro de consumibles de informática (Exped. 435),Acuerdo marco,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"403.200,00",0,"96.000,00",,N,,,S,4 años,30121300,N,,"PROSIN, S.L.",02/10/2020,,1 años,****2588*,,5,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
60,,,,,,,,,,,,,,,,,,,,"PROFINSA Y SUMINISTROS, SL",02/10/2020,,1 años,****9080*,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,Montte S.L.,02/10/2020,,1 años,****6229*,,,,,,,,,
62,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento reactivo de microinformática,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"145.800,00","27.000,00","27.000,00",,N,,,S,4 años,30236000,N,,"Instrumentación y Componentes, S.A. (INYCOM)",01/10/2020,,31/12/2021,****8641*,"21.000,00",1,N,N,N,N,,N,
63,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro y mantenimiento de cortafuegos de nueva generación para ANIMSA (445),Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"26.000,00","17.375,00","26.000,00",,N,,,N,,32500000,N,,DISCOM REDES DE TELECOMUNICACIÓN S.L.,16/10/2020,,3 años,****2270*,"17.375,00",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
64,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Suministro de suscripciones del software Open Source Red Hat Enterprise Linux para el Ayuntamiento de Pamplona y servicios de consultoría (447),Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"80.138,43","18.623,00","22.896,69",,N,,,S,3 años,48000000,S,"Red Hat Enterprise Linux For Virtual Datacenters With Smart Management, Standard: 48000000","Aplicaciones y Tratamientos de Sistemas, S.A.",26/10/2020,,1 años,****2769*,"9.658,95",5,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
65,,,,,,,,,,,,,,,,,,,Servicios de consultoría experta.: 72266000,"Aplicaciones y Tratamientos de Sistemas, S.A.",26/10/2020,,1 años,****2769*,"8.964,05",,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
66,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 2: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
67,"Asociación Navarra de Informática Municipal, S.A. (ANIMSA)",Mantenimiento del sistema de firma electrónica HSM (440),Contratos,Servicios,Negociado sin convocatoria de licitación,Mejor relación calidad-precio,Ordinaria,"26.286,31","6.334,05","6.334,05",Artículo 75.1.c),N,,,S,4 años,72267100,N,,"Bit4id Ibérica, S.L.",11/11/2020,,1 años,****2225*,"6.334,05",1,N,N,N,N,,N,
